,Qid,label,topic,probability,Modularity Class
27966819,Q5778452,List_of_submarines_of_Submarine_Force_Command,-1,-1,1
204063,Q142025,Peter_Arnett,-1,-1,9
10710339,Q25039997,Mark_Ronson_discography,-1,-1,0
9253081,Q16973280,Iowa?Minnesota_football_rivalry,-1,-1,2
173905,Q234949,David_Baltimore,-1,-1,10
36860909,Q5425717,FIFA_International_Match_Calendar,-1,-1,11
1391625,Q2913694,Lockheed_Martin_Space_Systems,-1,-1,8
1270649,Q6847725,Mike_Lupica,-1,-1,2
3358513,Q1133889,Namahage,-1,-1,10
511591,Q2166304,Manchester_city_centre,-1,-1,7
23514215,Q2093033,Pierre-Hugues_Herbert,-1,-1,3
7470923,Q964030,Leonardo_Ponzio,-1,-1,11
24994863,Q7701087,Teodoro_Locsin_Jr.,-1,-1,9
1150481,Q5213677,Dan_Hicks_(sportscaster),-1,-1,2
52787313,Q28131629,Julian_Gressel,-1,-1,11
306345,Q57218,Rudi_Dutschke,-1,-1,5
47160431,Q20715394,Apollo_20_hoax,-1,-1,9
1859193,Q253467,Theresa_Russell,-1,-1,12
47155961,Q20860540,Ross_Island_Penal_Colony,-1,-1,7
1160469,Q2999350,Mitchell_Bowl,-1,-1,2
1078887,Q279169,Mitch_Pileggi,-1,-1,3
5378903,Q5272801,Dick_Crum_(American_football),-1,-1,2
9739577,Q5317484,Dutchess_County_Fair,-1,-1,9
39862325,Q13580495,BTS_(band),-1,-1,11
54970447,Q35831526,Pierre_Kunde,-1,-1,11
1711637,Q669334,J._R._Smith,-1,-1,1
1249175,Q284846,Schalk_Burger,-1,-1,0
7012317,Q15994922,Bobbie_Battista,-1,-1,9
3654163,Q1747499,La_commare_secca,-1,-1,12
56768853,Q50363033,Grant_Williams_(basketball),-1,-1,1
42539017,Q804715,Balcombe_Street_siege,-1,-1,10
932581,Q473943,Amon_G._Carter_Stadium,-1,-1,2
10791915,Q7709128,Thai_Meethu_Sathiyam,-1,-1,3
586715,Q1858886,Vought_OS2U_Kingfisher,-1,-1,6
14701989,Q5355900,Electoral_district_of_Ripon,-1,-1,10
32299719,Q1588571,Mate_Pavi?,-1,-1,3
56033357,Q48977154,David_Montgomery_(American_football),-1,-1,2
2943775,Q310668,Cheick_Tiot?,-1,-1,11
51023731,Q22008968,Nikita_Mazepin,-1,-1,6
2447581,Q1683887,Jason_Collier,-1,-1,1
4488623,Q4051463,Invacar,-1,-1,10
12837341,Q1968576,Olin_Howland,-1,-1,3
4815929,Q488561,Kim_Hyon-hui,-1,-1,9
52195811,Q28448624,2017_Detroit_Lions_season,-1,-1,2
3254005,Q296934,ART_Grand_Prix,-1,-1,6
30971825,Q983419,Emin_Agalarov,-1,-1,9
1794193,Q3498868,Steve_Brodie_(actor),-1,-1,3
177907,Q505528,Harold_Innis,-1,-1,5
4835935,Q5271399,Diane_Beamer,-1,-1,10
35651017,Q3805094,J._R._Sweezy,-1,-1,2
29987485,Q2521052,List_of_material_published_by_WikiLeaks,-1,-1,9
28661137,Q11811827,List_of_La_Liga_broadcasters,-1,-1,2
35887235,Q6453723,K?vin_Rodrigues,-1,-1,11
5570745,Q1642448,Sgt._Bilko,-1,-1,3
55822287,Q43381136,Peter_Schlesinger,-1,-1,11
38026549,Q6288646,Josh_Bellamy,-1,-1,2
11660179,Q1273515,Genevieve_Tobin,-1,-1,3
800277,Q6627478,List_of_mayors_of_Cleveland,-1,-1,8
47553925,Q20856925,Here_(Alessia_Cara_song),-1,-1,2
8521943,Q133631,Gloria_Katz,-1,-1,9
49012129,Q22025857,2016_USC_Trojans_football_team,-1,-1,2
51850267,Q27107074,Jeremy_Ebobisse,-1,-1,11
59154451,Q59194339,Roksana_W?giel,-1,-1,6
1831493,Q5325228,"Eagle_River,_Anchorage",-1,-1,9
6837811,Q7338081,Valehouse_Reservoir,-1,-1,7
6701705,Q517113,Andr?_Bikey,-1,-1,11
7810573,Q6271638,Jon_Stinchcomb,-1,-1,2
51024629,Q20687813,Goh_Jin_Wei,-1,-1,1
54354297,Q30646460,Rajasthan_Pradesh_Congress_Committee,-1,-1,7
14517793,Q1632929,Sarpsborg_Stadion,-1,-1,6
24997913,Q7008048,Tim_Hortons_Field,-1,-1,2
4070951,Q2788522,Detroit/Hamtramck_Assembly,-1,-1,8
5472229,Q281280,Colt_McCoy,-1,-1,2
373579,Q3044742,Department_of_Health_and_Social_Care,-1,-1,10
55986223,Q48843874,2018_Atlantic_Coast_Conference_football_season,-1,-1,2
30000605,Q16166292,International_Consortium_of_Investigative_Journalists,-1,-1,6
2182779,Q1001664,First_Rays_of_the_New_Rising_Sun,-1,-1,12
41648125,Q16229847,"Tony_Brown_(defensive_back,_born_1995)",-1,-1,2
49950313,Q23771835,Tony_Alfaro,-1,-1,11
396393,Q383507,List_of_political_parties_in_Taiwan,-1,-1,9
31833,Q16056631,Foreign_relations_of_Ukraine,-1,-1,6
18884961,Q3425130,The_Long_Arm_(film),-1,-1,3
18622049,Q203960,James_Earl_Jones,-1,-1,3
38464275,Q4078496,Tim_Barrow,-1,-1,6
2070801,Q2314453,Operation_Ke,-1,-1,6
35470219,Q6774201,Martand_Sun_Temple,-1,-1,6
18512725,Q5290009,Dome_Patrol,-1,-1,2
55714539,Q42706893,Alexia_Paganini,-1,-1,6
53535279,Q9282722,Guenther_Steiner,-1,-1,6
14389167,Q6572511,List_of_Grey_Cup_champions,-1,-1,2
43222293,Q10304761,Jakson_Follmann,-1,-1,11
36481579,Q111516,Phoenix_Rising_FC,-1,-1,11
12755117,Q7611286,The_Stereotypes,-1,-1,11
16807345,Q3021031,Declan_Kidney,-1,-1,0
38602443,Q775324,Domenico_Dolce,-1,-1,0
2164937,Q1132011,Lerkendal_Stadion,-1,-1,6
379183,Q1145858,Wynn,-1,-1,4
261343,Q2738,Fox_Mulder,-1,-1,3
1321053,Q331926,Liam_Ridgewell,-1,-1,11
73129,Q205973,Edmonton_Oilers,-1,-1,2
57521899,Q54818155,2018?19_Newcastle_United_F.C._season,-1,-1,11
31160609,Q6701962,Luke_Fickell,-1,-1,2
389489,Q1280017,Ebony_(magazine),-1,-1,3
1121889,Q5284509,Division_of_Chisholm,-1,-1,10
15852073,Q1333623,Luis_Robles,-1,-1,11
842981,Q1603024,Helmut_Vetter,-1,-1,6
48146073,Q16941707,Dieter_Villalpando,-1,-1,11
19374565,Q3112739,1966_New_York_Giants_season,-1,-1,2
27868329,Q4726487,Alien_of_extraordinary_ability,-1,-1,8
30059143,Q19667296,Timothy_Ray_Brown,-1,-1,10
40597603,-1,Chronology_of_Nintendo_64_games,-1,-1,3
40630917,Q14946556,Kristoffer_Olsson,-1,-1,11
52296201,Q38051523,2020_Republican_Party_presidential_primaries,-1,-1,9
2991489,Q3546366,Tyrone_Howe,-1,-1,0
36659829,Q6597477,List_of_South_Carolina_Gamecocks_head_football_coaches,-1,-1,2
42546263,Q16989156,Kirkwood?Webster_Groves_Turkey_Day_Game,-1,-1,3
4109949,Q86208,Maria-Elisabeth_Schaeffler,-1,-1,10
26915623,Q3695654,Gurdwara_Janam_Asthan,-1,-1,6
1126133,Q2964885,Chris_Wallace,-1,-1,1
22563317,Q2652980,Crimean_Bridge,-1,-1,6
22327039,Q16226521,List_of_Los_Angeles_Rams_broadcasters,-1,-1,2
28745929,Q714116,Thorgan_Hazard,-1,-1,11
35333837,Q3252684,List_of_active_Argentine_Navy_ships,-1,-1,1
1669929,Q4885868,Ben_Howland,-1,-1,1
2637557,Q4665339,Abdul_Ghani_Lone,-1,-1,6
2989537,Q117294,Johan_Franz?n,-1,-1,2
2175661,Q195274,Little_Women_(1933_film),-1,-1,3
31979745,Q4120957,Simon_Zebo,-1,-1,0
51805433,Q25399132,Life_Foundation,-1,-1,3
5879885,Q7847828,Trumpington,-1,-1,4
45643041,Q19697897,Mark_Frissora,-1,-1,8
3475181,Q2998740,Washington_State_Cougars,-1,-1,2
9448753,Q7349988,Robert_Stam,-1,-1,3
9075117,Q6747491,Manchester_Road_Race,-1,-1,3
31909917,Q624548,KSLV-II,-1,-1,8
27168181,Q3045726,Josh_Donaldson,-1,-1,2
57262099,Q52268221,Meritan_Shabani,-1,-1,6
15655781,Q1351781,2010_United_States_elections,-1,-1,9
772003,Q1388702,Keith_Wood,-1,-1,0
17977305,Q15850,Oleksandr_Turchynov,-1,-1,6
1602443,Q7287957,Ralph_Peters,-1,-1,2
5233045,Q843074,KSTAR,-1,-1,6
170309,Q6697600,Lucius_Quintus_Cincinnatus_Lamar_II,-1,-1,9
521439,Q6625,Agen,-1,-1,6
24009,Q163787,Pope_Benedict_II,-1,-1,6
5215063,Q3787422,Hue_Jackson,-1,-1,2
42754047,Q16971075,2014?15_NCAA_football_bowl_games,-1,-1,2
58069253,Q56033749,Sofiane_Diop,-1,-1,11
27264341,Q263969,Nicola_Blackwood,-1,-1,10
684671,Q710785,Johnnie_Johnson_(RAF_officer),-1,-1,3
233899,Q206300,Mars_Global_Surveyor,-1,-1,8
17630155,Q2988807,Madison_Bumgarner,-1,-1,2
12674667,Q348250,Eric_T._Olson,-1,-1,1
5027877,Q519030,Antonio_de_Nigris,-1,-1,11
52953579,Q28529961,Business_projects_of_Donald_Trump_in_Russia,-1,-1,9
57692313,Q55080775,Erika_Henningsen,-1,-1,12
10315349,Q471730,Arseniy_Yatsenyuk,-1,-1,6
226445,Q320639,Noel_Redding,-1,-1,12
51559247,Q26923808,Tadhg_Beirne,-1,-1,0
871143,Q224071,Maria_Schneider_(actress),-1,-1,12
474577,Q158752,Aesculus,-1,-1,2
22423131,Q24164,Anthony_Swarzak,-1,-1,2
213455,Q447541,"Humphrey,_Duke_of_Gloucester",-1,-1,4
6345605,Q138839,Wayne_Hennessey,-1,-1,11
51335225,Q26704239,Deondre_Francois,-1,-1,2
27316155,Q271683,Rehman_Chishti,-1,-1,10
495439,Q316330,Daniel_Bell,-1,-1,5
2533321,Q194311,Javier_Aguirre,-1,-1,11
7590753,Q2966030,Christmas_in_Connecticut,-1,-1,3
47884725,Q20992981,Benjamin_Henrichs,-1,-1,11
36094293,Q218858,Terence_Kongolo,-1,-1,11
7447955,Q901366,Three_Little_Birds,-1,-1,12
3120839,Q681657,Richard_Oakes_(activist),-1,-1,3
49398041,Q12860160,Yalti_Napangati,-1,-1,7
479273,Q25278,Dwight_Howard,-1,-1,9
27265213,Q6410502,Kind_Lady_(1935_film),-1,-1,3
38327873,Q5474411,Foundation_for_Defense_of_Democracies,-1,-1,5
19491245,Q1968997,TR-1700-class_submarine,-1,-1,1
9111137,Q7364308,Ron_Rich,-1,-1,2
19097675,Q7356206,Rod_Gilmore,-1,-1,2
42740321,Q16873286,Bill_Peters_(ice_hockey),-1,-1,2
41886141,Q6563843,Nizari_Ismaili_state,-1,-1,6
2778507,Q5767365,Stedman_Graham,-1,-1,9
1210315,Q5878007,HokieBird,-1,-1,2
4489865,Q6571008,List_of_Florida_State_Seminoles_head_football_coaches,-1,-1,2
74845,Q23797,Contact_lens,-1,-1,3
32349273,Q4623621,2011?12_FA_Trophy,-1,-1,11
1972871,Q592231,Robinson_Can?,-1,-1,2
2784937,Q3177488,Jerry_Maren,-1,-1,3
3544867,Q519612,Fox_Deportes,-1,-1,2
41287547,Q4255665,Alex_Leapai,-1,-1,6
482051,Q922454,U.S._Agency_for_Global_Media,-1,-1,8
1791,Q574594,Anti-ballistic_missile,-1,-1,6
939423,Q4408,Mr._Lawrence,-1,-1,9
383395,Q610242,Battle_of_Rennell_Island,-1,-1,6
3433805,Q5387778,Eric_Winston,-1,-1,2
45230571,Q19865585,1937_Fox_vault_fire,-1,-1,3
27400741,Q14950721,Mike_Kafka,-1,-1,2
1006985,Q542481,Saul_Chaplin,-1,-1,3
25318059,Q1000658,Budapest_Memorandum_on_Security_Assurances,-1,-1,6
28391657,Q16980766,JetBlue_flight_attendant_incident,-1,-1,9
268355,Q578127,River_Tamar,-1,-1,7
56175961,Q47007026,Holton_Hill,-1,-1,2
3445701,Q109045,Lebo_M.,-1,-1,3
31491,Q321150,Theoretical_chemistry,-1,-1,8
11604541,Q1349587,Earthworks_(archaeology),-1,-1,7
902735,Q1075161,House_of_Muns?,-1,-1,4
46435401,Q20981983,Janneman_Stander,-1,-1,0
25681121,Q1328471,Financial_transaction_tax,-1,-1,10
42713955,Q16894548,Richard_Rodgers_(American_football),-1,-1,2
1561317,Q1052060,Cayuse_War,-1,-1,9
3024277,Q3012442,Dallas_Eakins,-1,-1,2
5715681,Q3438358,Paul_Tisdale,-1,-1,11
32117,Q1338,Upper_Peninsula_of_Michigan,-1,-1,5
53914971,Q29609542,Isaiah_McKenzie,-1,-1,2
2530771,Q682764,Rokot,-1,-1,8
57662497,Q55079270,Growing_Pains_(Alessia_Cara_song),-1,-1,2
2389677,Q5569794,Matt_Cavanaugh,-1,-1,2
1566383,Q902994,Braylon_Edwards,-1,-1,2
4517011,Q1699776,John_Dawson_Dewhirst,-1,-1,5
11058659,Q239630,Before_the_Revolution,-1,-1,12
925495,Q5354906,Elections_in_Taiwan,-1,-1,9
404767,Q1144610,Republican_Party_of_Armenia,-1,-1,6
40496301,Q14950824,Josh_Hill_(American_football),-1,-1,2
16677823,Q4597699,2000_New_York_Giants_season,-1,-1,2
4285719,Q3247369,Brad_Nessler,-1,-1,2
4081841,Q6680249,Lordstown_Assembly,-1,-1,8
38434489,Q3645977,Bruno_Zuculini,-1,-1,11
17578875,Q439453,Keith_Earls,-1,-1,0
33222541,Q2118926,The_Hunter_(2011_Australian_film),-1,-1,3
34599407,Q7609562,Stephen_Cloobeck,-1,-1,3
9982811,Q5869331,History_of_the_Detroit_Lions,-1,-1,2
361643,Q313581,Nicolae_Iorga,-1,-1,6
58064493,Q28912924,Operation_Unifier,-1,-1,6
53997205,Q29868478,Joe_Cokanasiga,-1,-1,0
41593603,Q16201518,Raisa_Padamsee,-1,-1,1
46644993,Q19958052,James_Heappey,-1,-1,10
52873863,Q28445671,2019_Africa_Cup_of_Nations_qualification_Group_B,-1,-1,11
48933617,Q6521679,Len_Berman,-1,-1,2
28714419,Q3087872,Economy_of_England_in_the_Middle_Ages,-1,-1,6
49999963,Q12608302,Homme_(band),-1,-1,11
5344655,Q4739580,Amanda_Burden,-1,-1,8
14096175,Q6832632,Michael_McCaskey,-1,-1,2
108761,Q2323182,"Salisbury,_Connecticut",-1,-1,9
28307989,Q28228560,2017_Washington_Huskies_football_team,-1,-1,2
17909439,Q3678983,Claire_Whitney,-1,-1,12
50924329,Q24886391,2018_World_Surf_League,-1,-1,0
25719599,Q7196820,Pioneer_Valley_High_School,-1,-1,1
5775373,Q725500,Ashis_Nandy,-1,-1,5
35338905,Q7441345,Sean_Pamphilon,-1,-1,2
136673,Q975966,"Tuscola,_Texas",-1,-1,2
23493781,Q11003862,List_of_languages_by_time_of_extinction,-1,-1,6
461567,Q313458,Lewis_H._Morgan,-1,-1,5
876309,Q3433685,Eadgifu_of_Kent,-1,-1,4
418893,Q336412,Kang_Kek_Iew,-1,-1,5
58504213,Q40697156,Supergirl_(season_3),-1,-1,9
7513491,Q14456250,Aaraam_Thampuran,-1,-1,3
18328611,Q4798155,Arthur_C._Brooks,-1,-1,5
56876859,Q55389554,2018_FIG_Artistic_Gymnastics_World_Cup_series,-1,-1,3
4278221,Q6207308,Jock_Climie,-1,-1,2
40220789,Q15126043,Kellyn_Acosta,-1,-1,11
49105037,Q10396454,Man_of_the_Hole,-1,-1,7
27377933,Q6567792,List_of_Copa_Libertadores_broadcasters,-1,-1,2
1341683,Q515183,John_Gregson,-1,-1,11
5573875,Q4954009,Brad_Hopkins,-1,-1,2
23595063,Q5104204,Choke_at_Doak,-1,-1,2
29319259,Q6396794,Kevin_Long_(footballer),-1,-1,11
19775805,Q1619096,The_Sheltering_Sky_(film),-1,-1,12
6012759,Q1956870,World_Rugby_Team_of_the_Year,-1,-1,0
49768889,Q23928199,List_of_active_Ukrainian_military_aircraft,-1,-1,6
19027,Q591943,My_Fair_Lady,-1,-1,12
5030611,Q1442364,Jules_Bass,-1,-1,3
26963217,Q5494490,Fred_Astaire_and_Ginger_Rogers,-1,-1,3
58927801,Q22935990,2018_CS_Tallinn_Trophy,-1,-1,6
1672489,Q245463,Cyclic_number,-1,-1,8
961517,Q160403,Andi_Herzog,-1,-1,11
14039073,Q7747589,The_Little_Drummer_Boy_(TV_special),-1,-1,3
36450051,Q7585809,Sri_Chand,-1,-1,6
3025579,Q7446325,Segregation_academy,-1,-1,2
3697775,Q2274527,Kent_Benson,-1,-1,1
756433,Q43913,Arjen_Robben,-1,-1,6
5118407,Q454591,Robert_F._Broussard,-1,-1,1
55719669,Q42733386,List_of_people_and_organisations_named_in_the_Paradise_Papers,-1,-1,6
1872571,Q4954263,Brad_Smith_(American_football),-1,-1,2
2523967,Q7599806,Stanley_Morgan,-1,-1,2
1183393,Q954764,Thames_Ditton,-1,-1,10
22895215,Q5115473,Chuck_Fletcher,-1,-1,2
1921713,Q704458,G?sta_Esping-Andersen,-1,-1,5
4666453,Q2565934,Ernie_Grunfeld,-1,-1,1
33911675,Q185282,Mohammad_Ahsan,-1,-1,1
52058371,Q27663402,Kurt_Haupt,-1,-1,0
36425567,Q988072,Giuseppe_Bertolucci,-1,-1,12
1076527,Q2281954,Edward_Sorin,-1,-1,2
24561971,Q2832894,Alex_Anthopoulos,-1,-1,2
8039035,Q680217,Portugal_in_the_Junior_Eurovision_Song_Contest,-1,-1,6
3565069,Q1638631,Hurricane_Irene_(2005),-1,-1,1
11105739,Q4755286,Andrea_Stewart-Cousins,-1,-1,9
58834545,Q57586355,Jace_Sternberger,-1,-1,2
2759239,Q153068,Japan_Cup,-1,-1,3
35337705,Q13857788,Corey_Dickerson,-1,-1,2
21236747,Q10998459,Tara_(Kannada_actress),-1,-1,3
6060747,Q5482405,Francis_Schmidt,-1,-1,2
33873023,Q6624973,List_of_largest_Eastern_Orthodox_church_buildings,-1,-1,6
315183,Q3304898,Melanie_Hamilton,-1,-1,3
888099,Q4816533,Atlantic_Schooners,-1,-1,2
30667353,Q7096751,Operation_Antha,-1,-1,3
20267367,Q16973936,Maryland?Penn_State_football_rivalry,-1,-1,2
2461003,Q2510103,Vandenberg_AFB_Space_Launch_Complex_3,-1,-1,8
44433,Q829655,Danish_West_Indies,-1,-1,7
313339,Q715571,Roy_Halladay,-1,-1,2
823277,Q296177,John_Cazale,-1,-1,1
20445241,Q1093695,Junior_Stanislas,-1,-1,11
4783277,Q283867,Guy_Rolfe,-1,-1,3
2399843,Q10857098,Jim_Iley,-1,-1,11
47818681,Q221434,Drill_(animal),-1,-1,3
58504397,Q56651173,Travis_Etienne,-1,-1,2
4996947,Q1798588,Olivia_Cole,-1,-1,9
510215,Q2539545,1983_in_video_gaming,-1,-1,3
1345893,Q2663661,Great_Andaman,-1,-1,7
1473287,Q4040282,HN-5,-1,-1,6
4556097,Q453592,Raewyn_Connell,-1,-1,5
8721871,Q3457162,Dark-sky_preserve,-1,-1,6
26460979,Q4756664,Andrew_Conway,-1,-1,0
58582939,Q56755961,The_Face_Men_Thailand_(season_2),-1,-1,3
27969387,Q3538556,Trevor_Bauer,-1,-1,2
33003733,Q2057524,UFC_141,-1,-1,3
47083707,Q17277328,9K333_Verba,-1,-1,6
43614175,Q18204293,List_of_people_with_amyotrophic_lateral_sclerosis,-1,-1,9
722975,Q352338,Tom_Finney,-1,-1,11
2206607,Q1144513,G20_developing_nations,-1,-1,9
41482901,Q15993237,Rasu_Madhuravan,-1,-1,3
838735,Q7727869,The_Courtship_of_Miles_Standish,-1,-1,3
46646833,Q19957769,Suella_Braverman,-1,-1,10
20177759,Q11811836,List_of_ESPN_College_Football_on_ABC_personalities,-1,-1,2
189641,Q1566430,Jack_Warner_(actor),-1,-1,11
51959359,Q27662844,Jarrad_Davis,-1,-1,2
6816917,Q535548,Nellie_Connally,-1,-1,3
25152189,Q6570994,List_of_Florida_Gators_football_seasons,-1,-1,2
1278405,Q3195751,Kevin_Mawae,-1,-1,2
630457,Q1691516,Joe_Malone_(ice_hockey),-1,-1,2
43417461,Q17465944,Anwar_El_Ghazi,-1,-1,11
84841,Q1075734,Choeung_Ek,-1,-1,5
30909065,Q5655835,Hardeep_Singh_Puri,-1,-1,6
44509739,Q19863352,2020_United_States_Senate_elections,-1,-1,9
413157,Q5251718,Space_Seed,-1,-1,9
203421,Q212002,Amanda_Bynes,-1,-1,0
48214209,Q21621790,Shaq_Lawson,-1,-1,2
46561759,Q19866350,Nebraska_Cornhuskers_football_statistical_leaders,-1,-1,2
51530589,Q26838488,Bryan_Witzmann,-1,-1,2
51196385,Q28312041,Sick_Note_(TV_series),-1,-1,3
33889145,Q4630304,2015_G20_Antalya_summit,-1,-1,6
334865,Q543347,Attack_of_the_50_Foot_Woman,-1,-1,3
3462273,Q6590616,List_of_Monday_Night_Football_results_(1990?2009),-1,-1,2
57105729,Q55594876,Love_Monster_(album),-1,-1,0
7576447,Q5560475,Gil_Brandt,-1,-1,2
8671323,Q2074817,Kurtley_Beale,-1,-1,0
3229797,Q8025179,Winged_monkeys,-1,-1,3
23725191,Q314391,Yevhen_Khacheridi,-1,-1,6
3633865,Q578705,Peter_DeBoer,-1,-1,2
24475921,Q6592757,List_of_Oklahoma_Sooners_head_football_coaches,-1,-1,2
47911,Q3140,Hudson_River,-1,-1,9
4916177,Q238547,Stefania_Sandrelli,-1,-1,12
34477595,Q1732036,Dirty_Hearts,-1,-1,3
11577545,Q561087,Mauro_Boselli,-1,-1,11
3853195,Q440802,Yura_Movsisyan,-1,-1,11
22132895,Q3329485,Todd_Bosley,-1,-1,2
49787061,Q20268741,American_Collectors_(Fred_and_Marcia_Weisman),-1,-1,11
44982419,Q19664790,Ryan_Pace,-1,-1,2
1988691,Q3484266,Simon_Easterby,-1,-1,0
21711,Q662,Neon_Genesis_Evangelion,-1,-1,3
15175531,Q761487,Mathieu_Bastareaud,-1,-1,0
57105753,Q52374453,I_Said_Hi,-1,-1,0
9485331,Q128992,Miralem_Sulejmani,-1,-1,6
25778411,Q5213452,Dan_Enos,-1,-1,9
4335397,Q794992,Mike_Dean_(referee),-1,-1,11
18109,Q1630131,Lennon_Wall,-1,-1,10
3360205,Q7836247,Travis_Ford,-1,-1,1
43762791,Q18001626,Minsk_Protocol,-1,-1,6
56125031,Q48671378,Ambi_Ning_Vayassaytho,-1,-1,3
44606289,Q18603761,Bryce_Alford,-1,-1,3
59155839,Q59199697,Kerch_Strait_incident,-1,-1,6
14198559,Q6021198,Indian_Packing_Company,-1,-1,2
206205,Q1115290,Commentary_(magazine),-1,-1,9
745185,Q782386,Reser_Stadium,-1,-1,2
25584621,Q130232,Drama_(film_and_television),-1,-1,3
43751157,Q6517655,Legal_death,-1,-1,10
2207959,Q4433359,List_of_Philadelphia_Flyers_head_coaches,-1,-1,2
45043109,Q18764003,Taylor_Decker,-1,-1,2
3808989,Q595937,RZD_Arena,-1,-1,6
27265015,Q577227,Caroline_Nokes,-1,-1,10
11826141,Q5129947,Clay_Matthews_Sr.,-1,-1,2
746017,Q539170,Ned_Sparks,-1,-1,3
892871,Q1399341,Jalal_Al-e-Ahmad,-1,-1,5
1072033,Q1570560,Doppelg?nger_(1969_film),-1,-1,8
4157829,Q4860758,Barindra_Kumar_Ghosh,-1,-1,7
19081365,Q1674813,Watch_Your_Stern,-1,-1,3
9214683,Q4359688,Dmitry_Peskov,-1,-1,9
48417209,Q22019872,2020_United_States_elections,-1,-1,9
57255955,Q54871436,2018_Houston_Cougars_football_team,-1,-1,2
40790309,Q15697330,Bahamas_Bowl,-1,-1,2
3342733,Q1073056,Skull_cup,-1,-1,6
568055,Q640397,Are_You_Experienced,-1,-1,12
21025499,Q6774744,Martian_soil,-1,-1,8
54636577,Q34736359,Federal_pardons_in_the_United_States,-1,-1,8
47970207,Q21284950,Rory_Gaffney,-1,-1,11
106139,Q94018,Alfred_Sch?tz,-1,-1,5
1867215,Q44815,Giovane_?lber,-1,-1,6
684911,Q375510,Richard_Wright_(footballer),-1,-1,11
43125731,Q17509451,List_of_Georgia_Tech_Yellow_Jackets_in_the_NFL_Draft,-1,-1,2
5016805,Q2276844,Besieged_(film),-1,-1,12
4946041,Q3809692,Johnathan_Joseph,-1,-1,2
37639563,Q6563961,List_of_Big_Ten_Conference_football_standings_(1959?present),-1,-1,2
21064031,Q1025167,Cadillac_ELR,-1,-1,8
35713643,Q2903644,"Billy_Hamilton_(baseball,_born_1990)",-1,-1,2
2743061,Q272061,Margaret_Lindsay,-1,-1,3
8773037,Q41584,Candy_Desk,-1,-1,3
668689,Q7421716,Sara_Moulton,-1,-1,1
4673835,Q5639176,Hail_Flutie,-1,-1,2
214325,Q4955187,Brady_Handgun_Violence_Prevention_Act,-1,-1,9
560589,Q46164,ARA_Veinticinco_de_Mayo_(V-2),-1,-1,1
18794747,Q57838,Wu_Den-yih,-1,-1,9
2936225,Q469086,Dawn_Addams,-1,-1,3
4763121,Q686268,Innocent_passage,-1,-1,6
3932919,Q668356,Frances_Stevenson,-1,-1,4
4457781,Q7509323,Sidney_R._Thomas,-1,-1,9
54527639,Q33015021,Trump_Tower_meeting,-1,-1,9
1569059,Q269360,Jane_Morris,-1,-1,12
13967,Q135106,Habakkuk,-1,-1,6
9481913,Q3313242,Mike_Brown_(rugby_union),-1,-1,0
36882389,Q7150395,Paul_Dummett,-1,-1,11
22368461,Q3435247,Anglo-Saxon_settlement_of_Britain,-1,-1,4
27865969,Q7293062,Raninder_Singh,-1,-1,6
253555,Q299282,Tom_Kenny,-1,-1,9
3048793,Q4921712,Wat_Paknam_Bhasicharoen,-1,-1,9
1020121,Q213652,Amitai_Etzioni,-1,-1,5
3306033,Q6621196,List_of_former_automotive_manufacturing_plants,-1,-1,8
37509341,Q7347274,Bobby_Madley,-1,-1,6
49860157,Q23647022,"At_Night,_Alone",-1,-1,3
16362457,Q6733843,"Mahesh,_Saranya_Matrum_Palar",-1,-1,3
304477,Q333264,"Chris_Smith,_Baron_Smith_of_Finsbury",-1,-1,10
1863685,Q5501560,Fremont_Cannon,-1,-1,2
4947599,Q3814380,Kellen_Clemens,-1,-1,2
35877471,Q6634051,List_of_suspensions_in_the_National_Football_League,-1,-1,2
17476831,Q3476744,Sean_Maitland,-1,-1,0
44329195,Q18631685,Austin_Appleby,-1,-1,2
8137573,Q7076252,Oceanus_Hopkins,-1,-1,3
35648379,Q2203515,Jack_Crawford_(American_football),-1,-1,2
56982575,Q54869750,Production_of_Sense8,-1,-1,9
1232571,Q2488301,Taconic_State_Parkway,-1,-1,9
956739,Q7892384,United_States_congressional_delegations_from_Mississippi,-1,-1,9
1310563,Q7147516,Patrick_Ramsey,-1,-1,2
2292761,Q29132,A_Pocket_Full_of_Rye,-1,-1,12
997107,Q311269,John_R._Bolton,-1,-1,9
596161,Q814254,Feature_(archaeology),-1,-1,7
342991,Q172751,Johnny_Herbert,-1,-1,6
1804683,Q2916956,Operation_Jericho,-1,-1,3
43730875,Q17859747,Brandon_McManus,-1,-1,2
105491,Q79919,"Seward,_Alaska",-1,-1,9
16827273,Q470709,Davide_Valsecchi,-1,-1,6
1980479,Q7962821,"Wallace_High_School,_Lisburn",-1,-1,0
14882141,Q1550984,Fadil_Vokrri_Stadium,-1,-1,11
1980179,Q439915,Audrey_Dalton,-1,-1,3
3642161,Q14950666,Hugh_Campbell,-1,-1,2
10850269,Q2699673,Bradley_Johnson,-1,-1,11
57266121,Q27062280,Logan_Woodside,-1,-1,2
37644013,Q17092711,2016_Republican_Party_presidential_primaries,-1,-1,9
4190331,Q2683146,Operation_Auca,-1,-1,7
22739449,Q134729,Joselu,-1,-1,11
1108817,Q3768101,Giovanni_Savarese,-1,-1,11
11779959,Q6268012,Johns_Hopkins_Blue_Jays,-1,-1,8
